review,rating_asli,angka_text,cleaned_review,lowercase,normalisasi,tokenizing,filtering,stemming,stemming_join
"lemot, sering gak menanggapi terus tiba2 keluar sendiri. jadi semua uang saya pindahin aja.",1,"lemot, sering gak menanggapi terus tiba dua  keluar sendiri. jadi semua uang saya pindahin aja.",lemot sering gak menangapi terus tiba keluar sendiri jadi semua uang saya pindahin aja,lemot sering gak menangapi terus tiba keluar sendiri jadi semua uang saya pindahin aja,lambat sering tidak menangapi terus tiba keluar sendiri jadi semua uang saya pindahin saja,"['lambat', 'sering', 'tidak', 'menangapi', 'terus', 'tiba', 'keluar', 'sendiri', 'jadi', 'semua', 'uang', 'saya', 'pindahin', 'saja']","['lambat', 'menangapi', 'uang', 'pindahin']","['lambat', 'tangap', 'uang', 'pindahin']",lambat tangap uang pindahin
mybca BNR bnr loading banget..tiap masuk lama..kadang udah masuk keluar lagi dgn sndri nya..pdhl sblm d updte bagus jrg ada kendala..ini gni Mulu..Mlah bkin menghambat buat transaksi,1,mybca BNR bnr loading banget..tiap masuk lama..kadang udah masuk keluar lagi dgn sndri nya..pdhl sblm d updte bagus jrg ada kendala..ini gni Mulu..Mlah bkin menghambat buat transaksi,mybca BNR bnr loading banget tiap masuk lama kadang udah masuk keluar lagi dgn sndri nya pdhl sblm d updte bagus jrg ada kendala ini gni Mulu Mlah bkin menghambat buat transaksi,mybca bnr bnr loading banget tiap masuk lama kadang udah masuk keluar lagi dgn sndri nya pdhl sblm d updte bagus jrg ada kendala ini gni mulu mlah bkin menghambat buat transaksi,mybca benar benar loading sangat tiap masuk lama kadang sudah masuk keluar lagi dengan sendiri nya padahal sblm di update bagus jarang ada kendala ini gini terus malah bikin menghambat buat transaksi,"['mybca', 'benar', 'benar', 'loading', 'sangat', 'tiap', 'masuk', 'lama', 'kadang', 'sudah', 'masuk', 'keluar', 'lagi', 'dengan', 'sendiri', 'nya', 'padahal', 'sblm', 'di', 'update', 'bagus', 'jarang', 'ada', 'kendala', 'ini', 'gini', 'terus', 'malah', 'bikin', 'menghambat', 'buat', 'transaksi']","['mybca', 'loading', 'masuk', 'kadang', 'masuk', 'sblm', 'update', 'bagus', 'jarang', 'kendala', 'gini', 'bikin', 'menghambat', 'transaksi']","['mybca', 'loading', 'masuk', 'kadang', 'masuk', 'sblm', 'update', 'bagus', 'jarang', 'kendala', 'gin', 'bikin', 'hambat', 'transaksi']",mybca loading masuk kadang masuk sblm update bagus jarang kendala gin bikin hambat transaksi
qrisnya lelet bnget bda sama livin ga hruslogin dulu hrus bbrapa kli klo yg dri gleri tlong di tingktkan. mkin lma mkin lemot bukn mkin bagus.,1,qrisnya lelet bnget bda sama livin ga hruslogin dulu hrus bbrapa kli klo yg dri gleri tlong di tingktkan. mkin lma mkin lemot bukn mkin bagus.,qrisnya lelet bnget bda sama livin ga hruslogin dulu hrus brapa kli klo yg dri gleri tlong di tingktkan mkin lma mkin lemot bukn mkin bagus,qrisnya lelet bnget bda sama livin ga hruslogin dulu hrus brapa kli klo yg dri gleri tlong di tingktkan mkin lma mkin lemot bukn mkin bagus,qrisnya lambat sangat beda sama livin tidak hruslogin dulu harus berapa kali kalau yang dari galeri tlong di tingkatkan makin lama makin lambat tidak makin bagus,"['qrisnya', 'lambat', 'sangat', 'beda', 'sama', 'livin', 'tidak', 'hruslogin', 'dulu', 'harus', 'berapa', 'kali', 'kalau', 'yang', 'dari', 'galeri', 'tlong', 'di', 'tingkatkan', 'makin', 'lama', 'makin', 'lambat', 'tidak', 'makin', 'bagus']","['qrisnya', 'lambat', 'beda', 'livin', 'hruslogin', 'kali', 'galeri', 'tlong', 'tingkatkan', 'lambat', 'bagus']","['qrisnya', 'lambat', 'beda', 'livin', 'hruslogin', 'kali', 'galeri', 'tlong', 'tingkat', 'lambat', 'bagus']",qrisnya lambat beda livin hruslogin kali galeri tlong tingkat lambat bagus
"habis update malah lemot, dan muncul aplikasi tidak menanggapi, mohon diperbaiki lagi.",1,"habis update malah lemot, dan muncul aplikasi tidak menanggapi, mohon diperbaiki lagi.",habis update malah lemot dan muncul aplikasi tidak menangapi mohon diperbaiki lagi,habis update malah lemot dan muncul aplikasi tidak menangapi mohon diperbaiki lagi,habis perbarui malah lambat dan muncul aplikasi tidak menangapi mohon diperbaiki lagi,"['habis', 'perbarui', 'malah', 'lambat', 'dan', 'muncul', 'aplikasi', 'tidak', 'menangapi', 'mohon', 'diperbaiki', 'lagi']","['habis', 'perbarui', 'lambat', 'muncul', 'aplikasi', 'menangapi', 'mohon', 'diperbaiki']","['habis', 'baru', 'lambat', 'muncul', 'aplikasi', 'tangap', 'mohon', 'baik']",habis baru lambat muncul aplikasi tangap mohon baik
"nyesel update jadi lemot,sudah jaringan bagus pakai wifi penyimpanan hp masih longgar tetep aja lemot",1,"nyesel update jadi lemot,sudah jaringan bagus pakai wifi penyimpanan hp masih longgar tetep aja lemot",nyesel update jadi lemot sudah jaringan bagus pakai wifi penyimpanan hp masih longar tetep aja lemot,nyesel update jadi lemot sudah jaringan bagus pakai wifi penyimpanan hp masih longar tetep aja lemot,nyesel perbarui jadi lambat sudah jaringan bagus pakai wifi penyimpanan hp masih longgar tetap saja lambat,"['nyesel', 'perbarui', 'jadi', 'lambat', 'sudah', 'jaringan', 'bagus', 'pakai', 'wifi', 'penyimpanan', 'hp', 'masih', 'longgar', 'tetap', 'saja', 'lambat']","['nyesel', 'perbarui', 'lambat', 'jaringan', 'bagus', 'pakai', 'wifi', 'penyimpanan', 'hp', 'longgar', 'lambat']","['nyesel', 'baru', 'lambat', 'jaring', 'bagus', 'pakai', 'wifi', 'simpan', 'hp', 'longgar', 'lambat']",nyesel baru lambat jaring bagus pakai wifi simpan hp longgar lambat
saya tidak dapat melanjutkan proses verifikasi wajahh,1,saya tidak dapat melanjutkan proses verifikasi wajahh,saya tidak dapat melanjutkan proses verifikasi wajah,saya tidak dapat melanjutkan proses verifikasi wajah,saya tidak dapat melanjutkan proses verifikasi wajah,"['saya', 'tidak', 'dapat', 'melanjutkan', 'proses', 'verifikasi', 'wajah']","['melanjutkan', 'proses', 'verifikasi', 'wajah']","['lanjut', 'proses', 'verifikasi', 'wajah']",lanjut proses verifikasi wajah
"Belum ada perubahan, masih saja "" LEMOT "" minta ampun, terpaksa masih bintang satu",1,"Belum ada perubahan, masih saja "" LEMOT "" minta ampun, terpaksa masih bintang satu",Belum ada perubahan masih saja LEMOT minta ampun terpaksa masih bintang satu,belum ada perubahan masih saja lemot minta ampun terpaksa masih bintang satu,belum ada perubahan masih saja lambat minta ampun terpaksa masih bintang satu,"['belum', 'ada', 'perubahan', 'masih', 'saja', 'lambat', 'minta', 'ampun', 'terpaksa', 'masih', 'bintang', 'satu']","['perubahan', 'lambat', 'ampun', 'terpaksa', 'bintang']","['ubah', 'lambat', 'ampun', 'paksa', 'bintang']",ubah lambat ampun paksa bintang
Aplikasi paling parah sih.. lemot banget,1,Aplikasi paling parah sih.. lemot banget,Aplikasi paling parah sih lemot banget,aplikasi paling parah sih lemot banget,aplikasi paling sangat sih lambat sangat,"['aplikasi', 'paling', 'sangat', 'sih', 'lambat', 'sangat']","['aplikasi', 'lambat']","['aplikasi', 'lambat']",aplikasi lambat
akunku di blokirrr,1,akunku di blokirrr,akunku di blokir,akunku di blokir,akunku di blokir,"['akunku', 'di', 'blokir']","['akunku', 'blokir']","['akun', 'blokir']",akun blokir
"gajelas,stelah update malah lemot Ampe gabisa d buka",1,"gajelas,stelah update malah lemot Ampe gabisa d buka",gajelas stelah update malah lemot Ampe gabisa d buka,gajelas stelah update malah lemot ampe gabisa d buka,tidak jelas stelah perbarui malah lambat sampai tidak bisa di buka,"['tidak', 'jelas', 'stelah', 'perbarui', 'malah', 'lambat', 'sampai', 'tidak', 'bisa', 'di', 'buka']","['stelah', 'perbarui', 'lambat', 'buka']","['stelah', 'baru', 'lambat', 'buka']",stelah baru lambat buka
force close terus nyet!,1,force close terus nyet!,force close terus nyet,force close terus nyet,force close terus monyet,"['force', 'close', 'terus', 'monyet']","['force', 'close', 'monyet']","['force', 'close', 'monyet']",force close monyet
lemot banget,1,lemot banget,lemot banget,lemot banget,lambat sangat,"['lambat', 'sangat']",['lambat'],['lambat'],lambat
setelah di update jadi susah di buka keluar terus sendiri,1,setelah di update jadi susah di buka keluar terus sendiri,setelah di update jadi susah di buka keluar terus sendiri,setelah di update jadi susah di buka keluar terus sendiri,setelah di perbarui jadi susah di buka keluar terus sendiri,"['setelah', 'di', 'perbarui', 'jadi', 'susah', 'di', 'buka', 'keluar', 'terus', 'sendiri']","['perbarui', 'susah', 'buka']","['baru', 'susah', 'buka']",baru susah buka
setiap mau masuk aplikasinya selalu mental keluar sendiri padahal yang lain ma ngga,1,setiap mau masuk aplikasinya selalu mental keluar sendiri padahal yang lain ma ngga,setiap mau masuk aplikasinya selalu mental keluar sendiri padahal yang lain ma nga,setiap mau masuk aplikasinya selalu mental keluar sendiri padahal yang lain ma nga,setiap akan masuk aplikasi selalu mental keluar sendiri padahal yang lain ma nga,"['setiap', 'akan', 'masuk', 'aplikasi', 'selalu', 'mental', 'keluar', 'sendiri', 'padahal', 'yang', 'lain', 'ma', 'nga']","['masuk', 'aplikasi', 'mental', 'ma']","['masuk', 'aplikasi', 'mental', 'ma']",masuk aplikasi mental ma
"TOLONG PERBAIKI TERUTAMA KEPADA PROGRAMMER/DEVELOPER NYA, MAKIN KESINI MAKIN LEMOT. GA NYAMAN JADINYA",1,"TOLONG PERBAIKI TERUTAMA KEPADA PROGRAMMER/DEVELOPER NYA, MAKIN KESINI MAKIN LEMOT. GA NYAMAN JADINYA",TOLONG PERBAIKI TERUTAMA KEPADA PROGRAMER DEVELOPER NYA MAKIN KESINI MAKIN LEMOT GA NYAMAN JADINYA,tolong perbaiki terutama kepada programer developer nya makin kesini makin lemot ga nyaman jadinya,tolong perbaiki terutama kepada programmer developer nya makin ke sini makin lambat tidak nyaman jadinya,"['tolong', 'perbaiki', 'terutama', 'kepada', 'programmer', 'developer', 'nya', 'makin', 'ke', 'sini', 'makin', 'lambat', 'tidak', 'nyaman', 'jadinya']","['perbaiki', 'programmer', 'developer', 'lambat', 'nyaman']","['baik', 'programmer', 'developer', 'lambat', 'nyaman']",baik programmer developer lambat nyaman
lemot banget sumpah kirain hpnya ga taunya aplikasinya,1,lemot banget sumpah kirain hpnya ga taunya aplikasinya,lemot banget sumpah kirain hpnya ga taunya aplikasinya,lemot banget sumpah kirain hpnya ga taunya aplikasinya,lambat sangat sumpah kirain hpnya tidak taunya aplikasi,"['lambat', 'sangat', 'sumpah', 'kirain', 'hpnya', 'tidak', 'taunya', 'aplikasi']","['lambat', 'sumpah', 'kirain', 'hpnya', 'taunya', 'aplikasi']","['lambat', 'sumpah', 'kirain', 'hpnya', 'tau', 'aplikasi']",lambat sumpah kirain hpnya tau aplikasi
jadi lemot udh di berbarui teh balik lagi aja ke yang awal lemot bangat skrg mah mybca teh jadi ga bagus,1,jadi lemot udh di berbarui teh balik lagi aja ke yang awal lemot bangat skrg mah mybca teh jadi ga bagus,jadi lemot udh di berbarui teh balik lagi aja ke yang awal lemot bangat skrg mah mybca teh jadi ga bagus,jadi lemot udh di berbarui teh balik lagi aja ke yang awal lemot bangat skrg mah mybca teh jadi ga bagus,jadi lambat sudah di berbarui teh ulang lagi saja ke yang awal lambat banget sekarang mah mybca teh jadi tidak bagus,"['jadi', 'lambat', 'sudah', 'di', 'berbarui', 'teh', 'ulang', 'lagi', 'saja', 'ke', 'yang', 'awal', 'lambat', 'banget', 'sekarang', 'mah', 'mybca', 'teh', 'jadi', 'tidak', 'bagus']","['lambat', 'berbarui', 'teh', 'ulang', 'lambat', 'mybca', 'teh', 'bagus']","['lambat', 'baru', 'teh', 'ulang', 'lambat', 'mybca', 'teh', 'bagus']",lambat baru teh ulang lambat mybca teh bagus
ko engga bisa login?,1,ko engga bisa login?,ko enga bisa login,ko enga bisa login,kok tidak bisa masuk,"['kok', 'tidak', 'bisa', 'masuk']",['masuk'],['masuk'],masuk
luola ngga jadi download 🤣 udah pake yang dulu aja mobilebca wkwk,1,luola ngga jadi download 🤣 udah pake yang dulu aja mobilebca wkwk,luola nga jadi download udah pake yang dulu aja mobilebca wkwk,luola nga jadi download udah pake yang dulu aja mobilebca wkwk,lama nga jadi download sudah pakai yang dulu saja mobilebca wkwk,"['lama', 'nga', 'jadi', 'download', 'sudah', 'pakai', 'yang', 'dulu', 'saja', 'mobilebca', 'wkwk']","['download', 'pakai', 'mobilebca']","['download', 'pakai', 'mobilebca']",download pakai mobilebca
"Dear team IT myBCA, mohon untuk diperbaiki layanannya, 2bulan terakhir ada masalah pada aplikasinya, baik star awal ataupun ketika melakukan transaksi terutama transfer. sudah coba uninstal tetap bermasalah, pake data ataupun wifi tetap bermasalah, mohon untuk ditindak lanjuti, beberapa costumer mengalami keluhan yang sama. terimakasih",1,"Dear team IT myBCA, mohon untuk diperbaiki layanannya,  dua bulan terakhir ada masalah pada aplikasinya, baik star awal ataupun ketika melakukan transaksi terutama transfer. sudah coba uninstal tetap bermasalah, pake data ataupun wifi tetap bermasalah, mohon untuk ditindak lanjuti, beberapa costumer mengalami keluhan yang sama. terimakasih",Dear team IT myBCA mohon untuk diperbaiki layananya bulan terakhir ada masalah pada aplikasinya baik star awal ataupun ketika melakukan transaksi terutama transfer sudah coba uninstal tetap bermasalah pake data ataupun wifi tetap bermasalah mohon untuk ditindak lanjuti beberapa costumer mengalami keluhan yang sama terimakasih,dear team it mybca mohon untuk diperbaiki layananya bulan terakhir ada masalah pada aplikasinya baik star awal ataupun ketika melakukan transaksi terutama transfer sudah coba uninstal tetap bermasalah pake data ataupun wifi tetap bermasalah mohon untuk ditindak lanjuti beberapa costumer mengalami keluhan yang sama terimakasih,dear team itu mybca mohon untuk diperbaiki layan bulan terakhir ada masalah pada aplikasi baik star awal ataupun ketika melakukan transaksi terutama transfer sudah coba uninstall tetap bermasalah pakai data ataupun wifi tetap bermasalah mohon untuk ditindak lanjuti beberapa pelanggan mengalami keluhan yang sama terimakasih,"['dear', 'team', 'itu', 'mybca', 'mohon', 'untuk', 'diperbaiki', 'layan', 'bulan', 'terakhir', 'ada', 'masalah', 'pada', 'aplikasi', 'baik', 'star', 'awal', 'ataupun', 'ketika', 'melakukan', 'transaksi', 'terutama', 'transfer', 'sudah', 'coba', 'uninstall', 'tetap', 'bermasalah', 'pakai', 'data', 'ataupun', 'wifi', 'tetap', 'bermasalah', 'mohon', 'untuk', 'ditindak', 'lanjuti', 'beberapa', 'pelanggan', 'mengalami', 'keluhan', 'yang', 'sama', 'terimakasih']","['dear', 'team', 'mybca', 'mohon', 'diperbaiki', 'layan', 'aplikasi', 'star', 'transaksi', 'transfer', 'uninstall', 'bermasalah', 'pakai', 'data', 'wifi', 'bermasalah', 'mohon', 'ditindak', 'lanjuti', 'pelanggan', 'mengalami', 'keluhan', 'terimakasih']","['dear', 'team', 'mybca', 'mohon', 'baik', 'layan', 'aplikasi', 'star', 'transaksi', 'transfer', 'uninstall', 'masalah', 'pakai', 'data', 'wifi', 'masalah', 'mohon', 'tindak', 'lanjut', 'langgan', 'alami', 'keluh', 'terimakasih']",dear team mybca mohon baik layan aplikasi star transaksi transfer uninstall masalah pakai data wifi masalah mohon tindak lanjut langgan alami keluh terimakasih
tolong ini dibetulkan ya tuhan setiap Bu crash terus bagaimana ini mana urgent mau transfer sangat mengecewakan sekali aplikasi sekelas bang besar,1,tolong ini dibetulkan ya tuhan setiap Bu crash terus bagaimana ini mana urgent mau transfer sangat mengecewakan sekali aplikasi sekelas bang besar,tolong ini dibetulkan ya tuhan setiap Bu crash terus bagaimana ini mana urgent mau transfer sangat mengecewakan sekali aplikasi sekelas bang besar,tolong ini dibetulkan ya tuhan setiap bu crash terus bagaimana ini mana urgent mau transfer sangat mengecewakan sekali aplikasi sekelas bang besar,tolong ini dibetulkan iya tuhan setiap bu crash terus bagaimana ini mana desak akan transfer sangat mengecewakan sekali aplikasi sekelas bang besar,"['tolong', 'ini', 'dibetulkan', 'iya', 'tuhan', 'setiap', 'bu', 'crash', 'terus', 'bagaimana', 'ini', 'mana', 'desak', 'akan', 'transfer', 'sangat', 'mengecewakan', 'sekali', 'aplikasi', 'sekelas', 'bang', 'besar']","['dibetulkan', 'iya', 'tuhan', 'bu', 'crash', 'desak', 'transfer', 'mengecewakan', 'aplikasi', 'sekelas', 'bang']","['betul', 'iya', 'tuhan', 'bu', 'crash', 'desak', 'transfer', 'kecewa', 'aplikasi', 'kelas', 'bang']",betul iya tuhan bu crash desak transfer kecewa aplikasi kelas bang
